"Site","Watershed","ISCO Number","Record Type","Year","WY","Month","Day","Hour","Season","Julian Day","Running Day of Project","Ca flag","Ca","NMCa (ueq/L)","Mg flag","Mg","NMMg (ueq/L)","K flag","K (ueq/L)","NMK (ueq/L)","Na flag","Na (ueq/L)","NMNa (ueq/L)","Si flag","Si (mg/L)","NH4 flag","NH4 (ueq/L)","Al flag","Al","Al-Org flag","Al-Org (PPB)","Total N flag","Total N (ppm)","Cl flag","Cl (ueq/L)","SO4 flag","SO4 (ueq/L)","NMSO4 (ueq/L)","NO3 flag","NO3 (ueq/L)","DOC flag","DOC (mg/L)","DIC flag","DIC (mg/L)","ANC (ueq/L)","Closed-cell pH","Air-equilibrated pH","Specific Conductance (us/cm)","Q","Initial pH","H","HCO3 (ueq/L)","Unequilibrated pH (older samples)","Apparent color flag","Apparent Color (PCU)","True color flag","True color (PCU)","Total P flag","Total P (ppb)","Field Temp (degrees C)","Comment","SUVA","CaMg","H2","H3","WY_group","WY_group2"
"WB3","WB",NA,"REG",1999,2000,10,12,12,"FALL",285.5,5033.5,NA,99,96,NA,33,16,NA,5.4,4,NA,101,25,NA,2.4,"Half DL",1.4,NA,220,NA,62.5,NA,FALSE,NA,89,NA,187,178,NA,14,NA,1.6,NA,0.7,"-3.4","5.0999999999999996","5.01","38.200000000000003",1.047,TRUE,9.77,2.99,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,132,95.4529,932.574833,"2010-12","2000-09"
"WB3","WB",NA,"REP",1999,2000,10,12,12,"FALL",285.5,5033.5,NA,99,96,NA,34,17,NA,5.4,4,NA,105,30,NA,2.4,"Half DL",1.4,NA,220,NA,62.1,NA,FALSE,NA,88,NA,187,178,NA,13,NA,1.7,NA,0.7,"-3","S","5.0199999999999996","38.299999999999997",1.047,TRUE,9.55,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,133,91.2025,870.983875,"2010-12","2000-09"
"EB8","EB",3,"ISCO",1999,2000,10,14,10,"FALL",287.4,5035.42,NA,60,56,NA,20,1,NA,4.9,3,NA,87,6,NA,1.8,"Half DL",1.4,NA,86,NA,NA,NA,NA,NA,94,NA,88,78,"<RL",0.1,NA,2.5,NA,NA,"4.2","S","5.84","25.6",8.153,TRUE,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,2.1025,3.048625,"2010-12","2000-09"
"EB8","EB",4,"ISCO",1999,2000,10,14,12,"FALL",287.5,5035.5,NA,59,56,NA,20,1,NA,5.1,3,NA,88,6,NA,1.7,"Half DL",1.4,NA,96,NA,NA,NA,NA,NA,96,NA,86,76,"Half DL",0.05,NA,2.1,NA,NA,"3","S","5.61","25.4",12.57,TRUE,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,6.0025,14.706125,"2010-12","2000-09"
"EB8","EB",5,"ISCO",1999,2000,10,14,14,"FALL",287.6,5035.58,NA,59,56,NA,20,1,NA,4.9,3,NA,97,13,NA,1.7,"Half DL",1.4,NA,100,NA,NA,NA,NA,NA,97,NA,85,75,"Half DL",0.05,NA,2.2,NA,NA,"1.9","S","5.54","25.4",15.797,TRUE,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,8.2944,23.887872,"2010-12","2000-09"
"WB3","WB",4,"ISCO",1999,2000,10,14,14,"FALL",287.6,5035.58,NA,97,93,NA,30,12,NA,7.9,6,NA,90,12,NA,2.1,"Half DL",1.4,NA,390,NA,NA,NA,NA,NA,91,NA,185,176,NA,27,NA,2.2,NA,NA,"-10","S","4.76","42.2",12.938,TRUE,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,302.76,5268.024,"2010-12","2000-09"
"WB3","WB",5,"ISCO",1999,2000,10,14,16,"FALL",287.7,5035.67,NA,97,94,NA,31,13,NA,6.9,5,NA,98,19,NA,2.1,"Half DL",1.4,NA,390,NA,NA,NA,NA,NA,92,NA,186,176,NA,27,NA,2.3,NA,NA,"-10.199999999999999","S","4.8","42.1",11.777,TRUE,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,249.64,3944.312,"2010-12","2000-09"
"WB3","WB",6,"ISCO",1999,2000,10,14,18,"FALL",287.8,5035.75,NA,97,94,NA,31,13,NA,6.9,5,NA,93,14,NA,2,"Half DL",1.4,NA,400,NA,NA,NA,NA,NA,92,NA,187,177,NA,28,NA,1.9,NA,NA,"-9.6","S","4.8","42.1",10.05,TRUE,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,249.64,3944.312,"2010-12","2000-09"
"EB8","EB",8,"ISCO",1999,2000,10,14,20,"FALL",287.8,5035.83,NA,60,57,NA,20,0,NA,4.3,2,NA,89,3,NA,1.8,"Half DL",1.4,NA,100,NA,NA,NA,NA,NA,100,NA,84,74,"<RL",0.1,NA,2.7,NA,NA,"1.5","S","5.46","24.7",11.89,TRUE,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,12.0409,41.781923,"2010-12","2000-09"
"WB3","WB",8,"ISCO",1999,2000,10,14,22,"FALL",287.9,5035.92,NA,96,92,NA,30,12,NA,6.6,5,NA,84,5,NA,2.1,"Half DL",1.4,NA,410,NA,NA,NA,NA,NA,91,NA,188,179,NA,27,NA,1.5,NA,NA,"-10.3","S","4.8099999999999996","42.2",7.672,TRUE,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,240.25,3723.875,"2010-12","2000-09"
"EB8","EB",12,"ISCO",1999,2000,10,15,4,"FALL",288.2,5036.17,NA,61,57,NA,21,1,NA,4.1,2,NA,90,4,NA,1.8,"Half DL",1.4,NA,100,NA,NA,NA,NA,NA,100,NA,83,73,"<RL",0.1,NA,2.6,NA,NA,"1.6","S","5.5",NA,7.757,TRUE,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,9.9856,31.554496,"2010-12","2000-09"
"WB3","WB",11,"ISCO",1999,2000,10,15,4,"FALL",288.2,5036.17,NA,93,90,NA,30,13,NA,6.4,5,NA,87,10,NA,2.1,"Half DL",1.4,NA,420,NA,NA,NA,NA,NA,90,NA,188,179,NA,27,NA,1.8,NA,NA,"-8.8000000000000007","S","4.79","42",6.115,TRUE,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,262.44,4251.528,"2010-12","2000-09"
"EB8","EB",NA,"REG",1999,2000,10,19,11,"FALL",292.5,5040.46,NA,59,55,NA,20,1,NA,4.6,3,NA,92,9,NA,1.7,"Half DL",1.4,NA,88,NA,46.8,NA,FALSE,NA,97,NA,85,75,"<RL",0.1,NA,2.1,NA,0.6,"1","5.4","5.49","24.8",4.105,TRUE,3.24,4.87,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,79,10.4976,34.012224,"2010-12","2000-09"
"EB8","EB",NA,"REP",1999,2000,10,19,11,"FALL",292.5,5040.46,NA,59,55,NA,20,1,NA,4.6,3,NA,87,4,NA,1.8,"Half DL",1.4,NA,88,NA,46.5,NA,FALSE,NA,96,NA,85,75,"<RL",0.2,NA,2.3,NA,0.5,"0.4","S","5.49","24.8",4.105,TRUE,3.24,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,79,10.4976,34.012224,"2010-12","2000-09"
"WB3","WB",NA,"REG",1999,2000,10,19,11,"FALL",292.5,5040.46,NA,93,89,NA,30,12,NA,6.9,5,NA,88,11,NA,2.1,"Half DL",1.4,NA,400,NA,113,NA,FALSE,NA,90,NA,189,180,NA,21,NA,1.8,NA,0.5,"-10","4.8","4.7699999999999996","40.6",3.426,TRUE,17,1.1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,123,289,4913,"2010-12","2000-09"
"EB8","EB",4,"ISCO",1999,2000,10,22,16,"FALL",295.7,5043.67,NA,59,55,NA,21,3,NA,3.8,2,NA,83,2,NA,1.8,"Half DL",1.4,NA,92.5,NA,NA,NA,NA,NA,95,NA,89,79,"<RL",0.1,NA,2.7,NA,NA,"2.2000000000000002","S","5.46","24.5",3.086,TRUE,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,12.0409,41.781923,"2010-12","2000-09"
"WB3","WB",4,"ISCO",1999,2000,10,22,16,"FALL",295.7,5043.67,NA,97,93,NA,33,14,NA,6.6,5,NA,88,4,NA,2.4,"Half DL",1.4,NA,367,NA,NA,NA,NA,NA,98,NA,189,179,NA,20,NA,1.6,NA,NA,"-9","S","4.78","40.6",2.633,TRUE,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,275.56,4574.296,"2010-12","2000-09"
"EB8","EB",5,"ISCO",1999,2000,10,23,10,"FALL",296.4,5044.42,NA,55,52,NA,21,3,NA,6.1,4,NA,80,2,NA,1.7,"Half DL",1.4,NA,118,NA,NA,NA,NA,NA,91,NA,84,75,"Half DL",0.05,NA,3.4,NA,NA,"0.9","S","5.41","24.5",10.899,TRUE,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,15.1321,58.863869,"2010-12","2000-09"
"WB3","WB",5,"ISCO",1999,2000,10,23,10,"FALL",296.4,5044.42,NA,91,88,NA,32,15,NA,10,8,NA,82,8,NA,2.1,"Half DL",1.4,NA,337,NA,NA,NA,NA,NA,86,NA,177,168,NA,17,NA,2.1,NA,NA,"-6.9","S","4.79","38.9",8.663,TRUE,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,262.44,4251.528,"2010-12","2000-09"
"EB8","EB",6,"ISCO",1999,2000,10,23,12,"FALL",296.5,5044.5,NA,56,52,NA,21,3,NA,7.2,5,NA,78,-3,NA,1.8,"Half DL",1.4,NA,145,NA,NA,NA,NA,NA,94,NA,94,84,"<RL",0.2,NA,3.4,NA,NA,"-1.3","S","5.26","23.8",28.112,TRUE,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,30.25,166.375,"2010-12","2000-09"
"WB3","WB",6,"ISCO",1999,2000,10,23,12,"FALL",296.5,5044.5,NA,94,91,NA,31,14,NA,11.3,10,NA,77,1,NA,2,"Half DL",1.4,NA,466,NA,NA,NA,NA,NA,89,NA,189,180,NA,23,NA,2,NA,NA,"-9.9","S","4.6900000000000004","42.2",26.951,TRUE,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,416.16,8489.664,"2010-12","2000-09"
"WB3","WB",10,"ISCO",1999,2000,10,23,20,"FALL",296.8,5044.83,NA,92,88,NA,31,14,NA,9.2,8,NA,80,4,NA,2,"Half DL",1.4,NA,574,NA,NA,NA,NA,NA,89,NA,197,188,NA,27,NA,1.9,NA,NA,"-10.3","S","4.66","43.5",16.307,TRUE,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,479.61,10503.459,"2010-12","2000-09"
"EB8","EB",12,"ISCO",1999,2000,10,24,0,"FALL",297,5045,NA,56,52,NA,21,2,NA,5.4,4,NA,80,-3,NA,1.7,"Half DL",1.4,NA,143,NA,NA,NA,NA,NA,96,NA,83,73,"<RL",0.1,NA,3.1,NA,NA,"-1.3","S","5.22","24.5",NA,TRUE,6.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,36.3609,219.256227,"2010-12","2000-09"
"EB8","EB",13,"ISCO",1999,2000,10,24,16,"FALL",297.7,5045.67,NA,56,53,NA,21,2,NA,4.6,3,NA,80,-1,NA,1.8,"Half DL",1.4,NA,124,NA,NA,NA,NA,NA,94,NA,84,74,"<RL",0.1,NA,2.6,NA,NA,"-0.9","S","5.28","24.7",6.738,TRUE,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,27.5625,144.703125,"2010-12","2000-09"
"WB3","WB",11,"ISCO",1999,2000,10,24,16,"FALL",297.7,5045.67,NA,91,88,NA,30,12,NA,8.4,7,NA,81,5,NA,2.1,"Half DL",1.4,NA,531,NA,NA,NA,NA,NA,89,NA,184,175,NA,25,NA,1.9,NA,NA,"-10.3","S","4.68","42.5",6.228,TRUE,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,436.81,9129.329,"2010-12","2000-09"
"EB8","EB",NA,"REG",1999,2000,10,26,10,"FALL",299.4,5047.42,NA,58,54,NA,21,3,NA,4.1,2,NA,85,5,NA,1.8,"Half DL",1.4,NA,107,NA,57.7,NA,FALSE,NA,93,NA,88,78,"<RL",0.2,NA,2.1,NA,0.6,"2.1","5.4","5.38","24.5",3.312,TRUE,4.17,4.87,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,79,17.3889,72.511713,"2010-12","2000-09"
"WB3","WB",NA,"REG",1999,2000,10,26,10,"FALL",299.4,5047.42,NA,95,92,NA,35,18,NA,6.6,5,NA,85,11,NA,2.2,"Half DL",1.4,NA,459,NA,158,NA,FALSE,NA,86,NA,193,184,NA,24,NA,1.6,NA,0.5,"-7.8","4.8","4.7","40.799999999999997",2.944,TRUE,20,1.1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,130,400,8000,"2010-12","2000-09"
"WB3","WB",NA,"REP",1999,2000,10,26,10,"FALL",299.4,5047.42,NA,94,91,NA,32,15,NA,6.9,5,NA,83,9,NA,2.2,"Half DL",1.4,NA,458,NA,NA,NA,FALSE,NA,86,NA,193,184,NA,24,NA,1.6,NA,0.5,"-7.9","S","4.7300000000000004","40.5",2.944,TRUE,18.6,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,126,345.96,6434.856,"2010-12","2000-09"
"EB8","EB",4,"ISCO",1999,2000,10,29,16,"FALL",302.7,5050.67,NA,59,56,NA,21,4,NA,13,11,NA,82,4,NA,1.9,"Half DL",1.4,NA,99.8,NA,NA,NA,NA,NA,91,NA,91,82,"<RL",0.1,NA,3.4,NA,NA,"1.6","S","5.46","24",1.953,TRUE,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,12.0409,41.781923,"2010-12","2000-09"
"WB3","WB",4,"ISCO",1999,2000,10,29,16,"FALL",302.7,5050.67,NA,94,91,NA,34,18,NA,6.6,5,NA,87,15,NA,2.6,"Half DL",1.4,NA,375,NA,NA,NA,NA,NA,83,NA,187,178,NA,26,NA,1.6,NA,NA,"-7","S","4.79","40",1.897,TRUE,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,262.44,4251.528,"2010-12","2000-09"
"EB8","EB",6,"ISCO",1999,2000,10,31,16,"FALL",304.7,5052.67,NA,60,56,NA,21,4,NA,4.3,3,NA,86,8,NA,2,"Half DL",1.4,NA,95.6,NA,NA,NA,NA,NA,91,NA,93,84,"<RL",0.2,NA,2.7,NA,NA,"2.2999999999999998","S","5.5","24",1.755,TRUE,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,9.9856,31.554496,"2010-12","2000-09"
"WB3","WB",NA,"REG",1999,2000,11,2,11,"FALL",306.5,5054.46,NA,96,93,NA,35,19,NA,7.7,6,NA,90,20,NA,2.6,"Half DL",1.4,NA,307,NA,110,NA,FALSE,NA,82,NA,183,175,NA,24,NA,2.1,NA,0.6,"-8.6","5","4.84","38",1.415,TRUE,14.5,2.06,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,131,210.25,3048.625,"2010-12","2000-09"
"EB8","EB",NA,"REG",1999,2000,11,2,12,"FALL",306.5,5054.5,NA,61,57,NA,22,5,NA,4.3,3,NA,87,10,NA,2,"Half DL",1.4,NA,95.4,NA,58.1,NA,FALSE,NA,90,NA,94,85,"<RL",0.1,NA,2.5,NA,0.7,"1.3","5.5","5.46","25",1.444,TRUE,3.47,6.97,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,83,12.0409,41.781923,"2010-12","2000-09"
"EB8","EB",NA,"REP",1999,2000,11,2,12,"FALL",306.5,5054.5,NA,61,57,NA,22,5,NA,4.6,3,NA,87,9,NA,2.1,"Half DL",1.4,NA,95.6,NA,NA,NA,FALSE,NA,90,NA,94,85,"<RL",0.1,NA,2.5,NA,0.7,"0","S","5.47","25",1.444,TRUE,3.39,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,83,11.4921,38.958219,"2010-12","2000-09"
"EB8","EB",NA,"REG",1999,2000,11,9,12,"FALL",313.5,5061.5,NA,68,64,NA,25,4,NA,4.9,3,NA,99,10,NA,1.9,"Half DL",1.4,NA,140,NA,69.3,NA,FALSE,NA,104,NA,87,76,"<RL",0.1,NA,2.3,NA,0.5,"1.2","5.4","5.35","27",1.953,TRUE,4.47,4.06,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,93,19.9809,89.314623,"2010-12","2000-09"
"WB3","WB",NA,"REG",1999,2000,11,9,12,"FALL",313.5,5061.5,NA,107,104,NA,37,19,NA,8.4,7,NA,98,20,NA,2.6,"Half DL",1.4,NA,506,NA,180,NA,FALSE,NA,91,NA,186,177,NA,28,NA,1.7,NA,0.5,"-7.8","4.9000000000000004","4.75","42",2.208,TRUE,17.8,1.37,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,144,316.84,5639.752,"2010-12","2000-09"
"WB3","WB",NA,"REP",1999,2000,11,9,12,"FALL",313.5,5061.5,NA,106,103,NA,37,19,NA,8.2,6,NA,97,18,NA,2.6,"Half DL",1.4,NA,507,NA,NA,NA,FALSE,NA,92,NA,186,176,NA,28,NA,1.6,NA,0.5,"-5.3","S","4.7699999999999996","42",2.208,TRUE,17,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,143,289,4913,"2010-12","2000-09"
"EB8","EB",1,"ISCO",1999,2000,11,9,16,"FALL",313.7,5061.67,NA,65,62,NA,23,6,NA,3.8,2,NA,103,27,NA,2.1,"Half DL",1.4,NA,113,NA,NA,NA,NA,NA,89,NA,95,86,"<RL",0.2,NA,2.6,NA,NA,"2.7","S","5.61","25",1.982,TRUE,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,6.0025,14.706125,"2010-12","2000-09"
"EB8","EB",2,"ISCO",1999,2000,11,9,16,"FALL",313.7,5061.67,NA,71,66,NA,28,4,NA,12.3,10,NA,111,5,NA,1.8,"Half DL",1.4,NA,207,NA,NA,NA,NA,NA,123,NA,82,69,"Half DL",0.05,NA,4.1,NA,NA,"-5.7","S","5.35","30",1.982,TRUE,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,19.9809,89.314623,"2010-12","2000-09"
"EB8","EB",4,"ISCO",1999,2000,11,9,16,"FALL",313.7,5061.67,NA,66,62,NA,25,1,NA,11.5,9,NA,86,-20,NA,1.7,"Half DL",1.4,NA,255,NA,NA,NA,NA,NA,124,NA,77,64,"<RL",0.2,NA,4.4,NA,NA,"-9.1999999999999993","S","5.12","29",1.982,TRUE,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,57.6081,437.245479,"2010-12","2000-09"
"EB8","EB",7,"ISCO",1999,2000,11,9,16,"FALL",313.7,5061.67,NA,64,60,NA,24,1,NA,8.9,7,NA,87,-13,NA,1.7,"Half DL",1.4,NA,229,NA,NA,NA,NA,NA,116,NA,79,67,"<RL",0.2,NA,3.5,NA,NA,"-7.7","S","5.12","28",1.982,TRUE,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,57.6081,437.245479,"2010-12","2000-09"
"EB8","EB",17,"ISCO",1999,2000,11,9,16,"FALL",313.7,5061.67,NA,66,62,NA,24,3,NA,4.9,3,NA,97,6,NA,2,"Half DL",1.4,NA,139,NA,NA,NA,NA,NA,105,NA,87,76,"<RL",0.1,NA,2.4,NA,NA,"-6.2","S","5.38","26",1.982,TRUE,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,17.3889,72.511713,"2010-12","2000-09"
"WB3","WB",2,"ISCO",1999,2000,11,9,16,"FALL",313.7,5061.67,NA,111,106,NA,38,16,NA,19.9,18,NA,104,6,NA,2.2,"Half DL",1.4,NA,554,NA,NA,NA,NA,NA,114,NA,182,170,NA,25,NA,3.7,NA,NA,"-14.8","S","4.66","44",2.208,TRUE,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,479.61,10503.459,"2010-12","2000-09"
"WB3","WB",3,"ISCO",1999,2000,11,9,16,"FALL",313.7,5061.67,NA,108,104,NA,39,17,NA,16.9,15,NA,100,6,NA,2.2,"Half DL",1.4,NA,750,NA,NA,NA,NA,NA,110,NA,201,190,NA,31,NA,2.8,NA,NA,"-13.9","S","4.5999999999999996","48",2.208,TRUE,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,630.01,15813.251,"2010-12","2000-09"
"WB3","WB",5,"ISCO",1999,2000,11,9,16,"FALL",313.7,5061.67,NA,108,105,NA,37,18,NA,10,8,NA,99,13,NA,2.4,"Half DL",1.4,NA,634,NA,NA,NA,NA,NA,100,NA,197,187,NA,30,NA,1.8,NA,NA,"-10.199999999999999","S","4.71","45",2.208,TRUE,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,380.25,7414.875,"2010-12","2000-09"
"WB3","WB",8,"ISCO",1999,2000,11,9,16,"FALL",313.7,5061.67,NA,106,103,NA,39,21,NA,7.7,6,NA,106,27,NA,2.6,"Half DL",1.4,NA,500,NA,NA,NA,NA,NA,92,NA,187,177,NA,28,NA,1.6,NA,NA,"-9.9","S","4.7699999999999996","42",2.208,TRUE,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,289,4913,"2010-12","2000-09"
"EB8","EB",4,"ISCO",1999,2000,11,12,16,"FALL",316.7,5064.67,NA,66,62,NA,26,7,NA,3.8,2,NA,102,16,NA,1.9,"Half DL",1.4,NA,110,NA,NA,NA,NA,NA,101,NA,89,79,"<RL",0.1,NA,2.8,NA,NA,"-4.2","S","5.35","25.8",1.359,TRUE,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,19.9809,89.314623,"2010-12","2000-09"
"WB3","WB",4,"ISCO",1999,2000,11,12,16,"FALL",316.7,5064.67,NA,107,104,NA,37,20,NA,7.4,6,NA,100,24,NA,2.5,"Half DL",1.4,NA,384,NA,NA,NA,NA,NA,88,NA,182,173,NA,28,NA,1.8,NA,NA,"-9.9","S","4.76","40.700000000000003",1.642,TRUE,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,302.76,5268.024,"2010-12","2000-09"
"EB8","EB",6,"ISCO",1999,2000,11,14,16,"FALL",318.7,5066.67,NA,67,64,NA,25,5,NA,4.1,2,NA,99,12,NA,1.9,"Half DL",1.4,NA,109,NA,NA,NA,NA,NA,101,NA,91,81,"<RL",0.5,NA,2.7,NA,NA,"-6.5","S","5.38","25.6",1.784,TRUE,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,17.3889,72.511713,"2010-12","2000-09"
"WB3","WB",6,"ISCO",1999,2000,11,14,16,"FALL",318.7,5066.67,NA,106,103,NA,38,21,NA,7.4,6,NA,97,22,NA,2.5,"Half DL",1.4,NA,361,NA,NA,NA,NA,NA,87,NA,179,170,NA,28,NA,1.9,NA,NA,"-6.8","S","4.8099999999999996","39.4",2.01,TRUE,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,240.25,3723.875,"2010-12","2000-09"
"EB8","EB",NA,"REG",1999,2000,11,16,11,"FALL",320.5,5068.46,NA,66,62,NA,23,3,NA,4.3,2,NA,104,14,NA,1.8,"Half DL",1.4,NA,138,NA,NA,NA,TRUE,NA,104,NA,86,75,"<RL",0.1,NA,2,NA,0.5,"-0.3","5.3","5.34","25.8",4.105,TRUE,4.57,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,20.8849,95.443993,"2010-12","2000-09"
"EB8","EB",NA,"REP",1999,2000,11,16,11,"FALL",320.5,5068.46,NA,66,62,NA,25,5,NA,4.1,2,NA,96,7,NA,1.7,"Half DL",1.4,NA,138,NA,NA,NA,FALSE,NA,103,NA,86,75,"<RL",0.1,NA,2,"<RL",0.4,"1.2","S","5.32","25.8",4.105,TRUE,4.79,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,22.9441,109.902239,"2010-12","2000-09"
"WB3","WB",NA,"REG",1999,2000,11,16,11,"FALL",320.5,5068.46,NA,107,104,NA,38,19,NA,8.2,6,NA,100,17,NA,2.2,"Half DL",1.4,NA,495,NA,NA,NA,FALSE,NA,97,NA,186,176,NA,30,NA,2,"<RL",0.4,"-6.6","4.9000000000000004","4.74","41.6",4.048,TRUE,18.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,331.24,6028.568,"2010-12","2000-09"
"EB8","EB",NA,"REG",1999,2000,11,23,11,"FALL",327.5,5075.46,NA,65,61,NA,24,5,NA,4.3,3,NA,92,8,NA,1.9,"Half DL",1.4,NA,134,NA,62.5,NA,FALSE,NA,98,NA,86,76,"<RL",0.1,NA,2.1,NA,0.5,"1.4","5.4","5.36","25.8",3.369,TRUE,4.37,4.06,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,89,19.0969,83.453453,"2010-12","2000-09"
"WB3","WB",NA,"REG",1999,2000,11,23,11,"FALL",327.5,5075.46,NA,107,104,NA,35,17,NA,8.4,7,NA,94,12,NA,2.4,"Half DL",1.4,NA,488,NA,112,NA,FALSE,NA,95,NA,182,172,NA,30,NA,1.9,NA,0.5,"-6.9","4.8","4.76","42.2",3.142,TRUE,17.4,1.1,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,142,302.76,5268.024,"2010-12","2000-09"
"WB3","WB",NA,"REP",1999,2000,11,23,11,"FALL",327.5,5075.46,NA,107,103,NA,38,19,NA,7.9,6,NA,101,19,NA,2.4,"Half DL",1.4,NA,485,NA,113,NA,FALSE,NA,95,NA,183,173,NA,30,NA,1.9,NA,0.5,"-8.9","S","4.76","42.2",3.142,TRUE,17.4,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,145,302.76,5268.024,"2010-12","2000-09"
"EB8","EB",4,"ISCO",1999,2000,11,23,16,"FALL",327.7,5075.67,NA,67,64,NA,25,5,NA,3.8,2,NA,93,8,NA,1.8,"Half DL",1.4,NA,128,NA,NA,NA,NA,NA,99,NA,89,79,"Half DL",0.05,NA,2.7,NA,NA,"2.1","S","5.37","25.8",3.171,TRUE,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,18.2329,77.854483,"2010-12","2000-09"
"EB8","EB",6,"ISCO",1999,2000,11,23,16,"FALL",327.7,5075.67,NA,65,62,NA,24,4,NA,3.8,2,NA,97,12,NA,1.8,"Half DL",1.4,NA,140,NA,NA,NA,NA,NA,100,NA,86,76,"<RL",0.1,NA,2.5,NA,NA,"1.4","S","5.32","25.8",3.171,TRUE,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,22.9441,109.902239,"2010-12","2000-09"
"WB3","WB",4,"ISCO",1999,2000,11,23,16,"FALL",327.7,5075.67,NA,107,103,NA,38,20,NA,7.4,6,NA,98,19,NA,2.4,"Half DL",1.4,NA,434,NA,NA,NA,NA,NA,92,NA,180,170,NA,29,NA,1.5,NA,NA,"-5.9","S","4.78","41.2",3.001,TRUE,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,275.56,4574.296,"2010-12","2000-09"
